id,tenant_id,title,description,category,priority,status,building,floor,room,spot_description,preferred_date,preferred_time,safety_risk,previous_occurrence,notes,image_url,video_url,assigned_to,resolution_notes,cost,created_at,updated_at,resolved_at,status_history,previous_submissions,related_ticket_id,sla_hours,work_started_at,work_completed_at,work_duration_hours,tenant_satisfaction,tenant_feedback,manager_rejected_submissions,tenant_rejected_submissions,opex_code,ticket_number,sub_category,skip_tenant_approval,assigned_technicians,draft_data,approval_history,rejection_reason,timeline_events,target_date,photos,video,asset_id,created_by_user_id,creator_satisfaction,creator_feedback,root_cause,findings
472f482b-7c2c-4221-a17e-bd7e99e0e6f2,ed50cb46-49cf-4791-bc38-714caee083cb,"Rats inside the office ","We can see rats running inside the AC went need to close the path through which they are getting inside ",Others,High,work_completed,SEZ - A2 Block,Floor 1,,"All over the office ",2026-03-16,Anytime,false,false,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: Need to check the Holes.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: ",0,2026-03-16 11:56:56.946504+00,2026-05-06 10:11:54.816+00,,"
[3/16/2026, 5:51:46 PM] MANAGER APPROVED
[17/03/2026, 09:49:50] TENANT APPROVED
[5/6/2026, 3:41:53 PM] WORK STARTED - SLA: 1 hours
[5/6/2026, 3:41:54 PM] WORK COMPLETED - Duration: 0.00 hours",,,1.00,2026-05-06 10:11:53.292+00,2026-05-06 10:11:54.815+00,0.00,,,,,,RTP-26030024,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-17,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
4b9b054b-55a1-4029-9973-5bdbdea89c97,ed50cb46-49cf-4791-bc38-714caee083cb,"Door lock not working ","Door lock not working of the blue room ",Electrical,High,work_completed,SEZ - A2 Block,Floor 1,1,"Blue room ",2026-03-19,Afternoon (12PM-4PM),false,false,,,,Muni (General Maintenance),"Technicians: Muni (General Maintenance)

=== RCA ===
Root Cause: New Door Handle need to change.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: Service the door",0,2026-03-19 09:10:06.527903+00,2026-05-04 07:39:52.54+00,,"
[4/7/2026, 3:20:48 PM] MANAGER APPROVED
[10/04/2026, 11:21:30] TENANT APPROVED
[5/4/2026, 1:09:35 PM] WORK STARTED - SLA: 1 hours
[5/4/2026, 1:09:52 PM] WORK COMPLETED - Duration: 0.00 hours",,,1.00,2026-05-04 07:39:35.068+00,2026-05-04 07:39:52.54+00,0.00,,,,,,RTP-26030032,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-19,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
4f4a3349-bcaf-4b51-95e3-d048190aa868,ed50cb46-49cf-4791-bc38-714caee083cb,"Blockage ","Blockage in gents urinal ",Plumbing,High,pending_tenant_approval,SEZ - A2 Block,Floor 1,2,"Gents urinal ",2026-03-13,Afternoon (12PM-4PM),false,false,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: Blockage cleared.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 2
Labor Cost: ₹4.00
Total: ₹4.00
Notes: ",4,2026-03-13 09:05:38.736505+00,2026-04-21 11:43:23.719+00,,"
[4/21/2026, 5:13:23 PM] MANAGER APPROVED",,,,,,,,,,,,RTP-26030021,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-13,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
50472d9a-2d4d-4d31-a5d5-5c4a8872c1d5,75f3adcf-f53e-4ae1-b028-b51fe74001e2,"Sez ground floor urinal basin blockage issue ","Sez ground floor urinal basin blockage issue ",Plumbing,High,pending_approval,SEZ - A2 Block,Floor 2,,"Sez Ground floor gents restroom ",2026-04-29,Anytime,false,false,,,,babu (Plumber),"Technicians: babu (Plumber)

=== RCA ===
Root Cause: urinal salt block issue  
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 4
Labor Cost: ₹800.00
Total: ₹800.00
Notes: ",800,2026-04-29 11:38:16.222467+00,2026-05-06 11:18:51.144+00,,"[4/29/2026, 6:29:56 PM] ASSIGNED
[5/6/2026, 4:48:51 PM] PENDING APPROVAL",,,,,,,,,,,,RTP-26040041,,true,"[{""id"": ""d94e45fb-08ba-4109-a40b-90bb6c51ee4c"", ""name"": ""babu"", ""contact"": ""9486978832"", ""specialization"": ""Plumber""}]",{},,,[],2026-04-29,"[""/uploads/tenant-ticketing/lti_mindtree_limited/1777462695757-670663599-1000061254.jpg""]",,,688e09cf-4555-457d-9b25-d3db1aff8392,,,,
51ed86d0-9091-48ca-a594-858c840a2ca9,6ae02caf-5781-4709-9221-6d44a7359484,HP LP Issue AC Not working,AC Not Working,HVAC,High,work_completed,SEZ - A2 Block,Floor 4,,,2026-03-27,Anytime,false,true,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: Error code issue need to rectify.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: ",0,2026-03-27 11:12:22.367486+00,2026-05-04 09:26:58.649+00,,"
[3/28/2026, 1:59:37 PM] MANAGER APPROVED
[5/4/2026, 2:56:53 PM] WORK STARTED - SLA: 1 hours
[5/4/2026, 2:56:58 PM] WORK COMPLETED - Duration: 0.00 hours",,e8217e4b-0713-408c-9fbd-7e4fe9eb3e1c,1.00,2026-05-04 09:26:53.119+00,2026-05-04 09:26:58.649+00,0.00,,,,,,RTP-26030035,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-27,[],,,f208e8e6-c3b6-4374-9038-e7387b2998b3,,,,
52f3b08d-e065-4604-9269-b90e9e7dcd18,,Urinal Block,In our gents toilet 4th urinal gets block. its not working,Plumbing,High,pending_approval,"Block C4 ",Floor 2,Gents toilet,Gents toilet,,,false,false,,,,babu (Plumber),"Technicians: babu (Plumber)

=== RCA ===
Root Cause: urinal salt issue
Findings: salt clean 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 4
Labor Cost: ₹800.00
Total: ₹800.00
Notes: ",800,2026-05-05 09:58:17.281815+00,2026-05-06 11:00:25.039+00,,"[5/6/2026, 2:49:45 PM] ASSIGNED
[5/6/2026, 4:30:25 PM] PENDING APPROVAL",,,,,,,,,,,,RTP-26050005,,false,"[{""id"": ""d94e45fb-08ba-4109-a40b-90bb6c51ee4c"", ""name"": ""babu"", ""contact"": ""9486978832"", ""specialization"": ""Plumber""}]",{},,,[],,[],,,70c06818-08e7-4333-973a-211c113940df,,,,
53a694ec-b08c-4ba7-bf34-ca9b1b731551,8a658e42-7c75-4f63-814a-10861e47139b,Second floor A zone side path way light fligering,Second floor A zone side path way light fligering need to change the light,Electrical,High,assigned,A1 Extension Block,Floor 2,pathway,,2026-04-25,Afternoon (12PM-4PM),false,false,,,,Muni (General Maintenance),Technicians: Muni (General Maintenance),0,2026-04-24 08:01:40.135549+00,2026-04-27 10:23:52.563+00,,"[4/27/2026, 3:53:52 PM] ASSIGNED",,,,,,,,,,,,RTP-26040035,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-04-25,[],,,5a6f24a7-19ac-407b-9584-ace9dddd1cd1,,,,
56773c93-1283-4f98-8e8b-8c5b9f76256c,d1edc7d1-105d-477e-8c05-45ad2d1e4815,We need one person to check the internet cable.,We need one person to check the internet cable.,IT/Networking,High,pending_tenant_approval,SEZ - A1 Block,Floor G,11,1,2026-03-12,Anytime,false,false,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: duplicate
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: ",0,2026-03-12 05:03:38.624879+00,2026-03-12 05:31:37.374+00,,"
[3/12/2026, 11:01:37 AM] MANAGER APPROVED",,,,,,,,,,,,RTP-26030011,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-31,[],,,bb9ee02a-c016-4214-bd4d-3a0a1d1cc1a4,,,,
56a20f20-e071-4100-8019-ec5e3cba7eeb,8a658e42-7c75-4f63-814a-10861e47139b,"canopy pillar concrete not finished work  ","The canopy pillar concrete work is completed but tiles pasting work  not finishing ",Civil,High,assigned,A1 Extension Block,Floor 2,12 pillar,"canopy ",2026-04-13,Morning (8AM-12PM),false,false,"The canopy pillar concrete work is completed but tile finishing is pending  ",,,Muni (General Maintenance),Technicians: Muni (General Maintenance),0,2026-04-13 16:01:10.926055+00,2026-04-20 13:00:18.649+00,,,,,,,,,,,,,,RTP-26040023,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-04-14,"[""/uploads/tenant-ticketing/avantor/1776096070567-119889123-IMG20260413205914.jpg""]",,,5a6f24a7-19ac-407b-9584-ace9dddd1cd1,,,,
57b9aa77-af77-45fb-9830-fe45c8a43c3c,75f3adcf-f53e-4ae1-b028-b51fe74001e2,"Ground floor gent's restroom urinal basin leakage ","Ground floor gent's restroom urinal basin leakage ",Plumbing,Critical,pending_tenant_approval,SEZ - A2 Block,Floor G,"Gent's restroom ","Gent's restroom ",2026-03-12,Anytime,false,false,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: water leakage arrested.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: ",0,2026-03-12 10:02:07.004749+00,2026-03-13 05:13:47.03+00,,"
[3/13/2026, 10:43:47 AM] MANAGER APPROVED",,,,,,,,,,,,RTP-26030018,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],,[],,,688e09cf-4555-457d-9b25-d3db1aff8392,,,,
5a58f6ed-5e9a-434e-b27e-b98e7cc3ec01,,AC Flow issue,In our floor AC flow is not as standard. In one particular place its too Cool and in another place its too hot.,HVAC,Critical,assigned,"Block C4 ",Floor 2,Entire Floor,,,,false,false,,,,siva (HVAC Technician),Technicians: siva (HVAC Technician),0,2026-05-05 10:00:10.697171+00,2026-05-06 09:16:55.599+00,,"[5/6/2026, 2:46:55 PM] ASSIGNED",,,,,,,,,,,,RTP-26050006,,false,"[{""id"": ""229a573f-2169-41f7-ba5d-488f404cf327"", ""name"": ""siva"", ""contact"": ""+91 63832 73835"", ""specialization"": ""HVAC Technician""}]",{},,,[],,[],,,70c06818-08e7-4333-973a-211c113940df,,,,
5f6efdaa-1014-41b4-b5fe-0ccb258a8f9e,8a658e42-7c75-4f63-814a-10861e47139b,"2nd floor LRR washbasion 2 nos not working ",2nd floor LRR washbasion 2 nos not working kindly check and rectify sir,Plumbing,Critical,work_completed,A1 Extension Block,Floor 2,2 nos,"Ladies restroom ",2026-04-13,Morning (8AM-12PM),false,false,2nd floor LRR washbasion 2 nos not working kindly check and rectify sir,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: service vendor checked.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 2
Labor Cost: ₹400.00
Total: ₹400.00
Notes: ",400,2026-04-13 08:50:07.285751+00,2026-04-21 04:39:50.145+00,,"
[4/17/2026, 4:21:48 PM] MANAGER APPROVED",,,3.00,2026-04-21 04:39:47.814+00,2026-04-21 04:39:50.145+00,0.00,,,,,,RTP-26040018,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-04-14,[],,,5a6f24a7-19ac-407b-9584-ace9dddd1cd1,,,,
61b4f5d3-e932-40d7-ab37-3bb382c27956,ed50cb46-49cf-4791-bc38-714caee083cb,"Strip light flickering ","Strip light is flickering in the working area the employees are not able to work need immediate attention ",Electrical,Critical,work_completed,SEZ - A2 Block,Floor 1,1,"Near yellow conference room ",2026-04-08,Morning (8AM-12PM),false,false,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: need to check the strip light connection.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: ",0,2026-04-08 05:41:49.41272+00,2026-04-21 04:40:30.004+00,,"
[4/17/2026, 4:22:27 PM] MANAGER APPROVED",,,1.00,2026-04-21 04:40:28.434+00,2026-04-21 04:40:30.004+00,0.00,,,,,,RTP-26040010,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-04-08,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
71788dec-fc18-4b07-af1d-fa5ec4fe8928,ed50cb46-49cf-4791-bc38-714caee083cb,"Exhaust pipe not working in washroom  ","Exhaust pipe not working in washroom  ",HVAC,Medium,pending_approval,SEZ - A2 Block,Floor 1,2,Rently Washroom,,Anytime,false,false,,,,Muni (General Maintenance),"Technicians: Muni (General Maintenance)

=== RCA ===
Root Cause: no exhaust fan in washroom
Findings: fix new inline exhaust fan fix

=== ESTIMATION ===
Materials:
Item | Qty | Rate | GST% | GST Amt | Total
------------------------------------------------------------
T fource fan EX fan 380 mm 1400 rev/min 1ph | 1 Nos | ₹15250.00 | 0% | ₹0.00 | ₹15250.00
------------------------------------------------------------

Material Cost (without GST): ₹15250.00
Total GST: ₹0.00
Material Cost (with GST): ₹15250.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹15250.00
Notes: inline fan with materiel and installing (span control)",15250,2026-03-03 09:03:16.984697+00,2026-04-22 08:27:48.119+00,,,,,,,,,,,,,,RTP-26030002,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-14,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
75bde85f-3cda-4004-8874-dcb4b47e2b99,8a658e42-7c75-4f63-814a-10861e47139b,"1st floor handicap restroom bad smell issue ",1st floor handicap restroom bad smell kindly check and rectify sir,Plumbing,Critical,assigned,A1 Extension Block,Floor 1,1,"restroom ",2026-04-15,Morning (8AM-12PM),false,false,1st floor handicap restroom bad smell kindly check and rectify sir,,,babu (Plumber),Technicians: babu (Plumber),0,2026-04-15 12:22:18.762119+00,2026-04-17 10:48:42.3+00,,,,,,,,,,,,,,RTP-26040025,,false,"[{""id"": ""d94e45fb-08ba-4109-a40b-90bb6c51ee4c"", ""name"": ""babu"", ""contact"": ""9486978832"", ""specialization"": ""Plumber""}]",{},,,[],2026-04-16,[],,,5a6f24a7-19ac-407b-9584-ace9dddd1cd1,,,,
78e9c03a-a83f-49b7-9259-d07d1ec39229,ac5b417f-698d-4c0c-b4b7-bee90349440a,Painting issue,"•	The painting work in the pantry is incomplete, and there is a visible difference in paint color. Kindly arrange to complete and rectify the finish.",Painting,Medium,assigned,ADMIN Block,Floor 3,,,,,false,false,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: Plan to change the new door spring.
Findings: ",0,2026-03-09 12:11:54.24228+00,2026-03-10 06:12:12.461+00,,,,,,,,,,,,,,RTP-26030010,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],,[],,,800427ac-399b-4a26-8744-c08c3354bb2b,,,,
7d2ea308-4e92-4990-a82b-96671379d185,,AC general service,NXXT AC general service,HVAC,High,work_completed,A1 Extension Block,Floor G,,,,,false,false,,,,Muni (General Maintenance),"Technicians: Muni

=== RCA ===
Root Cause: AC drain line pipe connection.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 4
Labor Cost: ₹800.00
Total: ₹800.00
Notes: ",800,2026-04-10 06:05:13.863759+00,2026-04-21 04:40:13.4+00,,"
[4/15/2026, 1:35:09 PM] CHANGES REQUESTED BY HELPDESK - RESUBMISSION REQUIRED
[4/17/2026, 4:21:21 PM] MANAGER APPROVED","[{""technicians"":[{""id"":""8adea6a8-15f4-4fdf-9f02-2787d78462ed"",""name"":""Muni"",""contact"":""7598191737"",""specialization"":""General Maintenance""}],""resolution_notes"":""\n\n=== RCA ===\nRoot Cause: AC drain line pipe connection.\nFindings: \n\n=== ESTIMATION ===\nMaterials: None\n\nMaterial Cost (without GST): ₹0.00\nTotal GST: ₹0.00\nMaterial Cost (with GST): ₹0.00\nLabor Hours: 4\nLabor Cost: ₹800.00\nTotal: ₹800.00\nNotes: "",""cost"":800,""opex_code"":null,""change_requested_at"":""2026-04-15T08:05:09.749Z"",""change_requested_by"":""Helpdesk"",""previous_status"":""pending_approval""}]",,3.00,2026-04-21 04:40:11.196+00,2026-04-21 04:40:13.4+00,0.00,,,,,,RTP-26040014,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],,[],,,047cb283-9017-40dd-810a-f7ff18e3b8bb,,,,
7d816224-3e41-4fb3-829b-781125adea6e,ed50cb46-49cf-4791-bc38-714caee083cb,Window glass cleaning,"During the recent construction work carried out near our building, cement and other construction stains have accumulated on our windows in that area.

We request you to kindly arrange for cleaning of the affected windows at the earliest, as the stains are impacting the appearance . ",Others,Medium,assigned,SEZ - A2 Block,Floor 1,5,"Near accounts and pantry window ",,Anytime,false,false,,,,Muni (General Maintenance),Technicians: Muni (General Maintenance),0,2026-02-28 09:43:37.867585+00,2026-03-16 06:40:57.023+00,,,,,,,,,,,,,,RTP-26020005,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],,"[""/uploads/tenant-ticketing/rently_software_development_private_limited/1772271817344-241369498-1000524465.jpeg"",""/uploads/tenant-ticketing/rently_software_development_private_limited/1772271817500-644622586-1000524464.jpeg""]",,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
7e7b0d1c-3d5a-41f0-99a4-e2424acc7367,8a658e42-7c75-4f63-814a-10861e47139b,"2nd floor GRR urinal not working ",2nd floor GRR urinal not working 1 nos,Plumbing,Critical,work_completed,A1 Extension Block,Floor 2,1,"Gents restroom right side middle ",2026-04-13,Morning (8AM-12PM),false,false,2nd floor GRR urinal not working kindly check and rectify sir,,,Muni (General Maintenance),"Technicians: Muni

=== RCA ===
Root Cause: warranty service team will check the issue.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: ",0,2026-04-13 08:57:13.041791+00,2026-04-20 13:07:16.354+00,,"
[4/15/2026, 1:37:43 PM] CHANGES REQUESTED BY HELPDESK - RESUBMISSION REQUIRED
[4/17/2026, 4:19:38 PM] MANAGER APPROVED","[{""technicians"":[{""id"":""8adea6a8-15f4-4fdf-9f02-2787d78462ed"",""name"":""Muni"",""contact"":""7598191737"",""specialization"":""General Maintenance""}],""resolution_notes"":""\n\n=== RCA ===\nRoot Cause: warranty service team will check the issue.\nFindings: \n\n=== ESTIMATION ===\nMaterials: None\n\nMaterial Cost (without GST): ₹0.00\nTotal GST: ₹0.00\nMaterial Cost (with GST): ₹0.00\nLabor Hours: 0\nLabor Cost: ₹0.00\nTotal: ₹0.00\nNotes: "",""cost"":0,""opex_code"":null,""change_requested_at"":""2026-04-15T08:07:43.026Z"",""change_requested_by"":""Helpdesk"",""previous_status"":""pending_approval""}]",,1.00,2026-04-20 13:07:14.446+00,2026-04-20 13:07:16.354+00,0.00,,,,,,RTP-26040020,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-04-14,[],,,5a6f24a7-19ac-407b-9584-ace9dddd1cd1,,,,
82815469-dc19-4df8-aade-501dd691db1f,d1edc7d1-105d-477e-8c05-45ad2d1e4815,3rd floor and replace the light if required.,Kindly arrange one person to check the light issue on the 3rd floor and replace the light if required.,Electrical,High,work_completed,SEZ - A1 Block,Floor 3,,,2026-03-12,Anytime,false,false,Kindly arrange one person to check the light issue on the 3rd floor and replace the light if required.,,,Muni (General Maintenance),"Technicians: Muni (General Maintenance)

=== RCA ===
Root Cause: light issue
Findings: change new light 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 2
Labor Cost: ₹400.00
Total: ₹400.00
Notes: ",400,2026-03-12 05:27:09.6554+00,2026-05-04 08:14:41.158+00,,"[4/27/2026, 5:42:28 PM] APPROVED
[5/4/2026, 1:44:38 PM] WORK STARTED - SLA: 1 hours
[5/4/2026, 1:44:41 PM] WORK COMPLETED - Duration: 0.00 hours",,,1.00,2026-05-04 08:14:38.189+00,2026-05-04 08:14:41.158+00,0.00,,,,,,RTP-26030015,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-12,[],,,bb9ee02a-c016-4214-bd4d-3a0a1d1cc1a4,,,,
89816eac-aea2-4970-87bb-aad6488aba54,ed50cb46-49cf-4791-bc38-714caee083cb,"Strip light ","Strip light not working and also one place the cover have fallen off ",Electrical,High,resolved,SEZ - A2 Block,Floor 1,2,"near the entrance ",2026-03-16,Evening (4PM-8PM),false,false,,,,Muni (General Maintenance),"Technicians: Muni

=== RCA ===
Root Cause: Connection soldering work.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: ",0,2026-03-16 11:55:19.299063+00,2026-03-26 06:22:23.855+00,2026-03-26 06:22:23.855+00,"
[3/16/2026, 5:37:02 PM] MANAGER APPROVED
[16/03/2026, 17:41:34] TENANT APPROVED
[3/18/2026, 12:47:52 PM] MANAGER APPROVED
[18/03/2026, 13:11:37] TENANT APPROVED","[{""technicians"":[{""id"":""8adea6a8-15f4-4fdf-9f02-2787d78462ed"",""name"":""Muni"",""contact"":""7598191737"",""specialization"":""General Maintenance""}],""rca"":true,""estimation"":0,""opex_code"":null,""resolution_notes"":""\n\n=== RCA ===\nRoot Cause: 180w drive changed .\nFindings: \n\n=== ESTIMATION ===\nMaterials: None\n\nMaterial Cost (without GST): ₹0.00\nTotal GST: ₹0.00\nMaterial Cost (with GST): ₹0.00\nLabor Hours: 0\nLabor Cost: ₹0.00\nTotal: ₹0.00\nNotes: "",""reopened_at"":""2026-03-18T07:16:02.959Z"",""reopened_by"":""Tenant""}]",,1.00,2026-03-25 10:43:29.185+00,2026-03-25 10:43:42.804+00,0.00,9/10,,,,,RTP-26030023,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,"[{""type"": ""reopened"", ""timestamp"": ""2026-03-18T07:16:02.959Z"", ""reopened_by"": ""Tenant""}]",2026-03-16,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
8aebb44b-8b30-4fae-b25c-c4b92aad57b9,b5fc530c-c386-48e1-9f4a-e55939ffbe24,Biometric Device need to fix,Need fix Biometric Device in the 4 entrance doors,Carpentry,High,work_completed,SEZ - A2 Block,Floor 3,4,,,,false,false,,,,Muni (General Maintenance),"Technicians: Muni

=== RCA ===
Root Cause: Wire Routing work.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 4
Labor Cost: ₹5200.00
Total: ₹5200.00
Notes: New Axis unit fix. 4 nos",5200,2026-04-09 05:15:45.718036+00,2026-05-06 10:10:47.917+00,,"
[4/17/2026, 5:01:30 PM] CHANGES REQUESTED BY HELPDESK - RESUBMISSION REQUIRED
[4/17/2026, 5:04:59 PM] MANAGER APPROVED
[30/04/2026, 10:39:53] APPROVED
[5/6/2026, 3:40:46 PM] WORK STARTED - SLA: 5 hours
[5/6/2026, 3:40:47 PM] WORK COMPLETED - Duration: 0.00 hours","[{""technicians"":[{""id"":""8adea6a8-15f4-4fdf-9f02-2787d78462ed"",""name"":""Muni"",""contact"":""7598191737"",""specialization"":""General Maintenance""}],""resolution_notes"":""Technicians: Muni (General Maintenance)\n\n=== RCA ===\nRoot Cause: Wire Routing work.\nFindings: \n\n=== ESTIMATION ===\nMaterials: None\n\nMaterial Cost (without GST): ₹0.00\nTotal GST: ₹0.00\nMaterial Cost (with GST): ₹0.00\nLabor Hours: 32\nLabor Cost: ₹9600.00\nTotal: ₹9600.00\nNotes: Two Days work."",""cost"":9600,""opex_code"":null,""change_requested_at"":""2026-04-17T11:31:30.603Z"",""change_requested_by"":""Helpdesk"",""previous_status"":""pending_approval""}]",,5.00,2026-05-06 10:10:46.372+00,2026-05-06 10:10:47.917+00,0.00,,,,,,RTP-26040011,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],,[],,,df398e1b-c102-4363-a97e-1daf6b9fc6cc,,,,
